,ISO3,year,RP,SSP,Future_RP,EP,Future_EP,mult,xmax_2050_RP5-10-100
207,BFA,2050.0,5.0,SSP5-8.5,2.4,0.2,0.4166666666666667,2.0833333333333335,39.64321110009911
208,BFA,2050.0,10.0,SSP5-8.5,4.11,0.1,0.24330900243309,2.4330900243309,19.821605550049554
209,BFA,2050.0,100.0,SSP5-8.5,25.97,0.01,0.038505968425105896,3.8505968425105896,1.9821605550049552
210,BFA,2075.0,5.0,SSP1-1.9,4.08,0.2,0.24509803921568626,1.2254901960784312,39.64321110009911
211,BFA,2075.0,10.0,SSP1-1.9,7.64,0.1,0.13089005235602094,1.3089005235602094,19.821605550049554
212,BFA,2075.0,100.0,SSP1-1.9,63.68,0.01,0.015703517587939697,1.5703517587939697,1.9821605550049552
213,BFA,2075.0,5.0,SSP1-2.6,3.25,0.2,0.3076923076923077,1.5384615384615385,39.64321110009911
214,BFA,2075.0,10.0,SSP1-2.6,5.96,0.1,0.16778523489932887,1.6778523489932886,19.821605550049554
215,BFA,2075.0,100.0,SSP1-2.6,42.63,0.01,0.02345765892563922,2.345765892563922,1.9821605550049552
216,BFA,2075.0,5.0,SSP2-4.5,2.62,0.2,0.38167938931297707,1.9083969465648853,39.64321110009911
217,BFA,2075.0,10.0,SSP2-4.5,4.57,0.1,0.2188183807439825,2.1881838074398248,19.821605550049554
218,BFA,2075.0,100.0,SSP2-4.5,28.09,0.01,0.0355998576005696,3.5599857600569598,1.9821605550049552
219,BFA,2075.0,5.0,SSP3-7.0,2.25,0.2,0.4444444444444444,2.222222222222222,39.64321110009911
220,BFA,2075.0,10.0,SSP3-7.0,3.82,0.1,0.2617801047120419,2.6178010471204187,19.821605550049554
221,BFA,2075.0,100.0,SSP3-7.0,20.18,0.01,0.049554013875123884,4.955401387512389,1.9821605550049552
222,BFA,2075.0,5.0,SSP5-8.5,2.14,0.2,0.4672897196261682,2.336448598130841,39.64321110009911
223,BFA,2075.0,10.0,SSP5-8.5,3.53,0.1,0.28328611898017,2.8328611898016995,19.821605550049554
224,BFA,2075.0,100.0,SSP5-8.5,16.89,0.01,0.05920663114268798,5.920663114268798,1.9821605550049552
225,BFA,2085.0,5.0,SSP1-1.9,4.15,0.2,0.24096385542168672,1.2048192771084336,39.64321110009911
226,BFA,2085.0,10.0,SSP1-1.9,7.85,0.1,0.12738853503184713,1.2738853503184713,19.821605550049554
227,BFA,2085.0,100.0,SSP1-1.9,63.09,0.01,0.01585037248375337,1.5850372483753368,1.9821605550049552
228,BFA,2085.0,5.0,SSP1-2.6,3.45,0.2,0.2898550724637681,1.4492753623188406,39.64321110009911
229,BFA,2085.0,10.0,SSP1-2.6,6.3,0.1,0.15873015873015872,1.5873015873015872,19.821605550049554
230,BFA,2085.0,100.0,SSP1-2.6,48.2,0.01,0.02074688796680498,2.0746887966804977,1.9821605550049552
231,BFA,2085.0,5.0,SSP2-4.5,2.63,0.2,0.3802281368821293,1.9011406844106464,39.64321110009911
232,BFA,2085.0,10.0,SSP2-4.5,4.6,0.1,0.2173913043478261,2.1739130434782608,19.821605550049554
233,BFA,2085.0,100.0,SSP2-4.5,29.27,0.01,0.0341646737273659,3.4164673727365904,1.9821605550049552
234,BFA,2085.0,5.0,SSP3-7.0,2.07,0.2,0.48309178743961356,2.4154589371980677,39.64321110009911
